fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5.0;01. Apr;0.24;;0.05;32;96.0;0.9934;27089.0;0.62;43962.0;5.0
43966.0;0.645;0.49;43865.0;0.095;10;23.0;100.315;33635.0;0.74;43841.0;5.0
43966.0;0.645;0.49;43865.0;0.095;10;23.0;100.315;33635.0;0.74;43841.0;5.0
44084.0;0.53;0.49;43986.0;0.11800000000000001;;17.0;10.002;44015.0;0.56;44023.0;6.0
43997.0;0.645;0.49;43865.0;0.095;10;;100.315;33635.0;0.74;43841.0;5.0
44084.0;0.53;0.49;43986.0;0.11800000000000001;10;17.0;10.002;44015.0;0.56;44023.0;6.0
13.0;0.47;0.49;43894.0;0.085;6;47.0;10.021;43893.0;0.68;44024.0;6.0
44024.0;0.6;0.49;44045.0;0.075;5;19.0;0.9994;41699.0;0.57;43932.0;5.0
9.0;0.44;;43923.0;0.078;26;121.0;0.9978;44986.0;0.58;43870.0;5.0
9.0;0.54;0.49;44076.0;0.094;41;110.0;0.9982;44046.0;0.61;43870.0;5.0
43989.0;;0.49;44014.0;0.092;25;60.0;0.9971;11383.0;0.61;;6.0
13.0;0.47;0.49;43894.0;;6;47.0;10.021;43893.0;0.68;44024.0;6.0
44024.0;0.6;0.49;44045.0;0.075;5;19.0;0.9994;41699.0;;43932.0;5.0
44020.0;0.7;0.24;43953.0;0.226;5;15.0;0.9991;11749.0;0.6;9.0;6.0
44020.0;0.7;;43953.0;0.226;5;15.0;0.9991;11749.0;0.6;9.0;6.0
44052.0;0.5;0.49;43984.0;0.25;5;20.0;;11383.0;0.79;44022.0;6.0
43867.0;0.36;0.24;43863.0;0.095;19;42.0;0.9946;20880.0;0.57;44023.0;6.0
43962.0;0.35;0.49;43893.0;0.07;10;37.0;10.003;11749.0;;11.0;6.0
;0.36;0.24;43863.0;0.095;19;42.0;0.9946;20880.0;0.57;44023.0;6.0
43871.0;0.24;0.49;43923.0;0.075;10;28.0;0.9978;41699.0;0.61;43931.0;5.0
43961.0;0.59;0.49;43832.0;0.07;14;47.0;0.9991;43893.0;0.56;43991.0;4.0
;0.34;0.49;43864.0;0.078;20;78.0;0.9992;43525.0;0.7;10.0;6.0
43902.0;;0.49;43833.0;0.079;28;46.0;0.9993;43864.0;0.8;43871.0;6.0
44083.0;0.5;0.24;43892.0;0.10300000000000001;6;14.0;0.9978;12479.0;0.52;10.0;4.0
44051.0;0.44;0.49;44045.0;0.083;18;111.0;0.9982;43893.0;0.6;43960.0;5.0
44051.0;0.47;0.49;44076.0;0.085;17;110.0;0.9982;47178.0;0.6;44052.0;5.0
43992.0;0.31;0.49;43863.0;0.063;18;40.0;0.9976;41699.0;0.51;44052.0;6.0
43902.0;0.5;0.49;43863.0;0.08900000000000001;;;10.002;43525.0;0.44;43991.0;5.0
43902.0;0.5;0.49;43863.0;0.08900000000000001;5;14.0;10.002;43525.0;0.44;43991.0;5.0
44023.0;0.49;0.49;43863.0;0.083;5;15.0;1.0;43525.0;0.43;43870.0;5.0
12.0;0.28;0.49;44075.0;0.07400000000000001;10;21.0;0.9976;35827.0;0.66;44083.0;7.0
44054.0;0.33;0.49;43924.0;0.09300000000000001;54;80.0;10.002;43893.0;0.76;44022.0;7.0
43989.0;0.51;0.24;43923.0;0.091;8;38.0;0.998;17227.0;0.66;43991.0;6.0
43841.0;0.31;0.49;44014.0;0.094;;47.0;;44168.0;01. Feb;;
43897.0;0.73;0.24;44075.0;0.10800000000000001;18;102.0;0.9967;46082.0;0.59;43899.0;5.0
5.0;0.42;0.24;2.0;0.06;19;50.0;0.9917;26359.0;0.74;14.0;8.0
43871.0;;0.49;43984.0;0.059000000000000004;5;;;43954.0;0.74;43961.0;7.0
;0.45;0.49;43984.0;0.084;21;75.0;0.9987;12844.0;0.57;44021.0;5.0
43988.0;0.39;0.49;44013.0;0.07;23;149.0;0.9922;44168.0;0.5;43962.0;6.0
9.0;0.45;0.49;43984.0;0.084;21;75.0;0.9987;12844.0;0.57;44021.0;5.0
44083.0;0.49;0.58;43954.0;0.094;9;43.0;10.004;47178.0;0.58;9.0;5.0
;;0.17;43984.0;0.096;20;38.0;0.9978;43924.0;0.53;;5.0
44082.0;0.595;0.41;44081.0;0.086;30;109.0;0.9998;46447.0;0.57;43899.0;5.0
43933.0;0.4;0.51;2.0;0.059000000000000004;6;24.0;0.9994;;0.6;43899.0;6.0
44085.0;0.58;0.58;44075.0;0.071;5;18.0;0.998;44077.0;;10.0;6.0
43959.0;0.585;0.18;43832.0;0.078;5;30.0;0.9967;43864.0;0.48;;6.0
44024.0;0.59;0.45;43892.0;0.08199999999999999;11;22.0;1.0;3.0;0.7;43899.0;6.0
43869.0;0.915;;43832.0;0.08800000000000001;7;23.0;0.9962;46082.0;0.47;10.0;4.0
43874.0;0.46;0.52;43863.0;0.071;12;35.0;10.006;43833.0;0.56;9.0;6.0
44019.0;0.835;0.0;;0.081;6;14.0;;;0.52;43899.0;5.0
43874.0;0.46;0.52;43863.0;0.071;12;35.0;10.006;43833.0;0.56;9.0;6.0
43898.0;0.58;0.13;44076.0;0.096;14;63.0;0.9984;42795.0;0.62;43839.0;6.0
43898.0;0.6;0.13;43984.0;0.085;6;24.0;0.9984;11383.0;0.59;43870.0;6.0
43930.0;0.41;0.48;43986.0;0.07200000000000001;10;20.0;0.9973;12479.0;0.79;43873.0;7.0
44051.0;0.48;0.41;43893.0;0.092;26;52.0;0.9982;11383.0;0.53;43961.0;6.0
43840.0;0.65;0.37;43835.0;0.11;;65.0;10.026;11749.0;0.64;43931.0;6.0
;0.36;0.19;;0.075;15;;0.9956;20515.0;0.52;44024.0;6.0
44051.0;0.24;0.54;43953.0;0.083;25;57.0;0.9983;14305.0;0.54;43870.0;5.0
43874.0;0.38;0.55;44014.0;0.081;5;16.0;10.006;35827.0;0.54;43930.0;5.0
43958.0;0.64;0.0;;0.077;18;29.0;0.9965;11749.0;0.6;;6.0
43869.0;0.39;0.38;43952.0;0.057999999999999996;10;29.0;;46082.0;;44052.0;5.0
43870.0;0.755;0.18;43863.0;0.14800000000000002;10;103.0;0.9969;31809.0;Jan 36;43871.0;6.0
43991.0;0.6;0.5;43892.0;0.079;28;71.0;0.9997;43954.0;0.57;44021.0;5.0
43991.0;0.6;0.5;43892.0;0.079;28;71.0;0.9997;43954.0;0.57;44021.0;5.0
43962.0;0.31;0.51;43863.0;0.079;14;28.0;0.9982;43893.0;0.93;44052.0;6.0
43932.0;;0.5;44014.0;0.122;4;17.0;10.006;41334.0;0.7;43871.0;
43901.0;0.37;0.41;43892.0;0.08800000000000001;6;16.0;0.9988;44077.0;0.8;43899.0;5.0
43898.0;0.54;0.24;43924.0;0.076;16;112.0;0.9976;46447.0;0.61;43930.0;5.0
43869.0;0.56;0.23;43924.0;0.078;14;;0.9976;46813.0;0.62;43930.0;5.0
10.0;0.58;0.22;44075.0;;9;32.0;0.9974;41334.0;0.55;43960.0;5.0
44081.0;0.51;0.25;44076.0;0.077;21;45.0;0.9974;17958.0;0.96;43842.0;6.0
44049.0;0.69;0.0;43987.0;0.124;21;58.0;0.9997;16862.0;0.72;43871.0;5.0
44049.0;0.69;0.0;43987.0;0.124;21;58.0;0.9997;16862.0;0.72;43871.0;5.0
44051.0;0.6;0.29;43863.0;0.098;5;15.0;0.9988;13210.0;0.49;43839.0;5.0
44051.0;;0.29;43863.0;0.098;;15.0;0.9988;13210.0;0.49;43839.0;5.0
44020.0;0.54;0.26;43953.0;0.09699999999999999;7;31.0;0.9976;46447.0;0.6;43899.0;6.0
43989.0;0.685;0.23;43892.0;;20;84.0;0.9964;44256.0;0.61;43899.0;5.0
44020.0;0.54;0.26;43953.0;0.09699999999999999;;31.0;0.9976;46447.0;0.6;43899.0;6.0
;0.28;0.54;44014.0;0.105;5;19.0;0.9988;45717.0;0.63;43960.0;5.0
43989.0;0.41;0.14;3.0;0.087;21;43.0;0.9964;11749.0;0.57;43961.0;6.0
43840.0;0.935;0.22;43924.0;0.105;11;86.0;1.001;15766.0;0.64;43901.0;4.0
44081.0;0.35;0.21;44075.0;0.073;46;102.0;0.9964;46447.0;0.58;43960.0;5.0
44020.0;0.84;0.0;43922.0;0.065;24;33.0;0.9954;46447.0;0.55;44021.0;5.0
43991.0;0.88;0.28;43923.0;0.086;30;147.0;0.9979;45352.0;0.53;43930.0;5.0
43960.0;0.885;0.27;43892.0;0.084;31;145.0;0.9978;45352.0;0.53;43930.0;5.0
44019.0;0.915;0.12;43863.0;0.14300000000000002;7;23.0;0.9964;12844.0;0.65;43871.0;7.0
;0.29;0.35;44075.0;0.067;25;57.0;0.997;43160.0;Jan 36;43900.0;6.0
44083.0;0.54;0.45;43892.0;0.071;16;40.0;0.9991;14305.0;0.62;43930.0;5.0
43960.0;0.59;0.44;43892.0;;21;68.0;0.9992;16862.0;0.63;43960.0;5.0
44083.0;0.54;0.45;43892.0;0.071;16;40.0;0.9991;14305.0;0.62;43930.0;5.0
43960.0;0.59;0.44;43892.0;0.071;21;68.0;0.9992;16862.0;0.63;43960.0;5.0
;0.54;0.45;43892.0;0.071;16;40.0;0.9991;14305.0;0.62;43930.0;
44050.0;0.64;0.1;6.0;0.115;5;11.0;0.9984;13575.0;0.69;43840.0;7.0
43897.0;0.67;0.05;43985.0;0.107;6;20.0;0.9972;43924.0;0.63;43840.0;
43898.0;0.845;0.01;43863.0;;5;14.0;0.9967;11749.0;0.58;11.0;4.0
44020.0;0.48;0.3;44045.0;0.066;10;28.0;0.9964;12114.0;0.67;43872.0;7.0
44018.0;;0.27;43990.0;0.068;24;148.0;0.9948;42430.0;0.57;43901.0;6.0
44022.0;0.43;0.39;43863.0;0.106;8;32.0;0.9986;32540.0;0.5;43991.0;5.0
;0.88;0.25;43953.0;0.10400000000000001;35;155.0;1.001;15036.0;0.67;43872.0;5.0
44089.0;0.36;0.65;43958.0;0.096;22;71.0;0.9976;35827.0;0.84;44088.0;5.0
43930.0;0.33;0.59;44045.0;0.079;9;30.0;;44168.0;0.54;12.0;6.0
43990.0;0.47;0.47;43923.0;0.07400000000000001;7;29.0;0.9979;44046.0;0.46;43960.0;5.0
44021.0;0.55;0.17;44076.0;0.087;20;53.0;10.004;41699.0;0.61;43930.0;5.0
44022.0;0.43;0.39;43863.0;;8;32.0;0.9986;32540.0;0.5;43991.0;5.0
12.0;0.5;0.59;43922.0;0.073;23;42.0;;;0.68;;7.0
43868.0;0.52;0.07;43922.0;0.07400000000000001;5;20.0;0.9973;11749.0;0.81;43991.0;6.0
43837.0;0.84;0.02;43925.0;0.096;5;13.0;0.997;15036.0;0.57;11.0;4.0
43868.0;0.52;0.07;43922.0;0.07400000000000001;5;20.0;0.9973;11749.0;0.81;43991.0;6.0
;0.42;0.31;43983.0;;15;42.0;0.9978;11383.0;0.64;9.0;5.0
43868.0;0.57;0.06;43983.0;0.076;9;27.0;0.9972;13210.0;0.7;43991.0;6.0
43840.0;0.28;0.46;44044.0;0.05;5;13.0;0.9974;43924.0;0.79;43871.0;6.0
43842.0;0.4;0.52;2.0;;15;54.0;1.0;43893.0;0.66;43871.0;5.0
43930.0;0.59;0.14;2.0;0.084;25;48.0;0.9981;41699.0;0.56;44021.0;5.0
43898.0;0.49;0.36;44044.0;0.222;6;16.0;;43160.0;0.6;43960.0;6.0
43901.0;0.34;0.45;2.0;0.08199999999999999;6;15.0;0.9988;34366.0;0.66;43870.0;6.0
10.0;0.73;0.43;43892.0;0.059000000000000004;15;31.0;0.9966;42064.0;0.57;11.0;5.0
43901.0;;0.45;2.0;0.08199999999999999;6;15.0;0.9988;;0.66;43870.0;6.0
44080.0;0.4;0.24;43953.0;;30;45.0;0.9959;46082.0;0.58;10.0;5.0
43869.0;0.73;0.21;44013.0;0.07400000000000001;;13.0;0.9968;43864.0;0.52;43960.0;5.0
44052.0;Jan 24;0.34;2.0;0.079;32;151.0;0.998;42064.0;0.53;43960.0;5.0
43869.0;0.73;0.21;44013.0;0.07400000000000001;5;13.0;;43864.0;0.52;43960.0;5.0
44053.0;0.4;0.41;43863.0;0.084;7;17.0;0.9984;44046.0;0.67;43899.0;6.0
43899.0;0.41;0.39;43863.0;0.064;12;31.0;0.9984;46082.0;0.65;43871.0;5.0
44053.0;0.4;0.41;43863.0;0.084;7;17.0;0.9984;44046.0;;43899.0;6.0
43990.0;0.8;0.11;43892.0;0.084;12;31.0;0.9979;43924.0;0.48;44083.0;5.0
43898.0;0.78;0.1;43984.0;0.081;45;87.0;0.9983;17593.0;0.53;10.0;5.0
44053.0;0.26;0.45;43893.0;0.06;20;49.0;0.9972;41334.0;0.54;43991.0;5.0
43903.0;0.43;0.58;44075.0;0.07;15;40.0;10.004;43985.0;0.49;9.0;5.0
;0.45;0.23;43863.0;0.094;16;29.0;0.9962;44256.0;0.49;43871.0;6.0
43959.0;0.46;0.31;45689.0;0.078;32;58.0;0.998;12114.0;0.54;44052.0;5.0
43838.0;0.78;0.23;43984.0;0.059000000000000004;5;15.0;0.997;13575.0;0.56;43901.0;5.0
44052.0;0.98;0.32;43892.0;0.078;35;;0.998;45717.0;0.48;43930.0;5.0
43838.0;0.78;0.23;43984.0;0.059000000000000004;5;15.0;0.997;13575.0;0.56;43901.0;5.0
43837.0;0.65;0.18;44044.0;0.07;13;40.0;0.997;16132.0;0.6;43839.0;5.0
43839.0;0.64;0.23;43833.0;0.095;13;38.0;0.9998;46813.0;0.59;44021.0;5.0
44019.0;0.66;0.04;43983.0;0.039;4;9.0;0.9962;43924.0;0.47;43930.0;5.0
43838.0;0.38;0.48;44044.0;0.157;;17.0;0.9976;43893.0;01. May;43930.0;5.0
43928.0;1.185;0.0;45748.0;0.09699999999999999;5;14.0;0.9966;23071.0;;44022.0;3.0
;0.92;0.24;43984.0;0.087;12;93.0;0.9998;17593.0;0.54;44052.0;5.0
43990.0;;0.51;2.0;0.42200000000000004;16;62.0;0.9979;43893.0;Jan 17;9.0;5.0
9.0;0.48;0.32;44045.0;0.084;21;122.0;0.9984;11749.0;0.62;43930.0;5.0
9.0;0.47;0.31;44014.0;0.084;24;125.0;0.9984;11383.0;0.61;43930.0;5.0
43835.0;0.47;0.02;43891.0;0.034;18;44.0;0.9921;44077.0;0.62;44055.0;6.0
7.0;0.65;0.02;43832.0;0.066;8;25.0;0.9972;17227.0;0.67;43960.0;6.0
7.0;0.65;0.02;43832.0;0.066;8;25.0;0.9972;17227.0;;43960.0;6.0
43930.0;0.615;0.28;43864.0;0.087;;;10.001;11383.0;0.53;44021.0;5.0
44054.0;0.38;0.55;43832.0;0.071;5;19.0;0.9986;44138.0;0.62;44053.0;6.0
43992.0;01. Feb;0.43;44076.0;0.076;26;88.0;0.9984;44046.0;0.57;43840.0;6.0
;0.65;0.02;43832.0;0.066;8;25.0;0.9972;17227.0;0.67;43960.0;6.0
7.0;;0.02;43832.0;0.067;9;23.0;0.997;17227.0;0.67;43930.0;6.0
43958.0;0.38;0.48;43984.0;0.073;22;84.0;0.9972;;0.7;43991.0;4.0
43839.0;0.765;0.04;43983.0;0.078;4;14.0;0.998;47178.0;0.54;44021.0;4.0
43929.0;1.035;0.15;6.0;0.073;11;54.0;0.9990000000000001;13575.0;0.49;44083.0;5.0
7.0;0.78;0.08;;0.09300000000000001;10;19.0;0.9956;43924.0;0.47;10.0;5.0
43928.0;0.49;0.19;;0.077;16;37.0;0.9966;;0.51;;
44050.0;0.545;0.12;43953.0;0.068;11;35.0;0.996;12479.0;0.61;43993.0;6.0
44021.0;0.31;0.47;43983.0;0.062;13;33.0;0.9983;46447.0;0.66;10.0;6.0
43992.0;1.025;0.43;44045.0;0.08;21;84.0;0.9985;43985.0;0.57;43840.0;5.0
44082.0;0.565;0.34;3.0;0.09300000000000001;16;;0.9998;13940.0;0.61;43960.0;5.0
44020.0;0.69;0.0;43864.0;0.084;13;33.0;0.9992;13210.0;0.45;43930.0;5.0
8.0;0.43;0.36;43892.0;0.075;10;48.0;0.9976;12479.0;0.46;43930.0;5.0
44083.0;0.74;0.28;43984.0;0.078;21;77.0;0.998;46813.0;0.51;44052.0;5.0
43868.0;0.49;0.18;44014.0;0.069;13;34.0;0.9967;47178.0;;43870.0;6.0
8.0;0.43;0.36;43892.0;0.075;10;48.0;0.9976;12479.0;0.46;43930.0;5.0
;0.46;0.11;43984.0;0.079;12;49.0;0.9968;44256.0;0.57;10.0;5.0
43929.0;0.56;0.04;2.0;0.08199999999999999;10;22.0;0.9976;44621.0;0.44;43991.0;5.0
43837.0;0.66;0.0;44077.0;0.086;17;45.0;0.9976;16862.0;0.54;43960.0;5.0
43929.0;0.56;0.04;;0.08199999999999999;10;22.0;0.9976;44621.0;0.44;43991.0;5.0
44082.0;0.48;0.24;31079.0;0.094;35;106.0;0.9982;43833.0;0.53;43870.0;5.0
43989.0;0.42;0.08;44014.0;0.084;15;48.0;0.9968;44256.0;0.59;10.0;5.0
43837.0;0.31;0.3;43863.0;0.053;;127.0;0.9965;34366.0;Jan 62;43960.0;5.0
43958.0;1.115;0.1;43833.0;0.086;5;12.0;0.9958;19784.0;0.6;43872.0;4.0
9.0;0.66;0.17;3.0;0.077;5;13.0;0.9976;47178.0;0.55;43931.0;5.0
43838.0;0.72;0.09;44045.0;0.084;18;49.0;0.9994;15766.0;0.72;43841.0;6.0
43927.0;;0.02;44044.0;0.067;4;11.0;;16862.0;0.68;43960.0;5.0
43927.0;0.57;0.02;44044.0;0.067;4;11.0;0.997;16862.0;0.68;43960.0;5.0
43927.0;0.865;0.03;43864.0;0.071;27;58.0;0.995;22341.0;0.49;44024.0;6.0
43960.0;0.55;0.66;43892.0;0.387;12;37.0;0.9982;42795.0;0.67;43991.0;5.0
44082.0;0.875;0.13;16497.0;0.08800000000000001;4;14.0;0.9994;16132.0;;43962.0;5.0
43897.0;0.835;0.03;43832.0;0.092;10;19.0;0.9966;14305.0;;43991.0;5.0
7.0;0.45;0.34;44014.0;0.08199999999999999;16;72.0;0.998;20149.0;0.6;43960.0;5.0
44019.0;0.56;0.2;2.0;0.075;9;39.0;0.9987;17593.0;0.62;43899.0;5.0
44019.0;0.965;0.1;43832.0;0.11199999999999999;11;22.0;0.9963;46082.0;0.5;43960.0;5.0
44019.0;0.965;0.1;43832.0;;11;;0.9963;46082.0;0.5;43960.0;5.0
43869.0;0.59;0.0;43953.0;0.09300000000000001;19;58.0;10.002;43954.0;0.65;43899.0;6.0
9.0;0.46;0.23;;0.092;;104.0;0.9983;43833.0;0.56;43870.0;5.0
9.0;0.69;0.0;43923.0;0.08800000000000001;19;38.0;;12844.0;0.6;43899.0;5.0
43898.0;0.76;0.29;43865.0;0.075;12;16.0;0.9965;16497.0;0.68;43962.0;6.0
43870.0;0.53;0.24;43984.0;0.078;28;139.0;0.9978799999999999;44256.0;;43960.0;5.0
43957.0;0.615;0.0;44075.0;;9;18.0;0.9972;16862.0;0.65;43870.0;5.0
43993.0;0.41;0.58;44045.0;0.096;25;101.0;100.024;41334.0;0.53;10.0;5.0
;0.39;0.54;44014.0;0.095;21;101.0;10.001;41334.0;0.51;43960.0;5.0
43897.0;0.51;0.18;43832.0;0.07;12;28.0;0.9976799999999999;19054.0;0.73;43960.0;6.0
43869.0;0.34;0.38;43953.0;0.08;12;57.0;0.9978;43893.0;0.47;9.0;6.0
43990.0;0.33;0.4;43984.0;0.083;16;68.0;0.99782;43893.0;0.48;43930.0;5.0
43868.0;0.5;0.18;43832.0;0.071;12;31.0;0.99761;19054.0;0.72;43991.0;6.0
43897.0;0.51;0.18;43832.0;0.07;12;28.0;;19054.0;0.73;;6.0
43898.0;0.65;0.1;44076.0;0.08900000000000001;17;40.0;0.99803;47178.0;0.55;43960.0;5.0
43898.0;0.65;;44076.0;0.08900000000000001;17;40.0;0.99803;47178.0;0.55;43960.0;5.0
43989.0;0.54;0.13;43953.0;0.09699999999999999;24;66.0;0.99785;14305.0;0.61;43930.0;5.0
43898.0;0.65;0.1;44076.0;0.08900000000000001;17;40.0;;47178.0;0.55;43960.0;5.0
44050.0;0.48;0.68;44013.0;0.415;14;32.0;;44077.0;01. Jun;43839.0;6.0
44050.0;0.91;0.07;44075.0;0.057999999999999996;22;47.0;0.99525;18688.0;0.43;44022.0;6.0
43896.0;0.98;0.01;2.0;0.057;15;33.0;0.9948799999999999;43985.0;0.46;43872.0;6.0
43838.0;0.87;0.0;43863.0;0.084;10;31.0;0.99656;45717.0;0.5;44052.0;5.0
43838.0;0.87;0.0;43863.0;0.084;10;31.0;0.99656;45717.0;0.5;44052.0;5.0
;0.42;0.21;43953.0;0.092;33;88.0;0.99823;;0.52;43870.0;5.0
9.0;0.58;0.25;;0.075;9;104.0;0.99779;44986.0;0.57;44021.0;5.0
43899.0;0.655;0.26;2.0;0.096;5;35.0;0.9973799999999999;45717.0;0.42;43991.0;5.0
44051.0;0.7;0.0;44013.0;0.069;8;19.0;0.9970100000000001;11383.0;0.53;10.0;6.0
43899.0;0.655;0.26;2.0;0.096;5;35.0;0.9973799999999999;45717.0;0.42;43991.0;5.0
;0.68;0.11;44045.0;0.09300000000000001;11;44.0;0.9988799999999999;11383.0;0.55;43960.0;6.0
43870.0;0.67;0.1;3.0;0.091;12;48.0;;11383.0;0.54;43960.0;6.0
44051.0;0.59;0.18;;0.08900000000000001;12;74.0;;41699.0;0.54;43930.0;5.0
;0.6;0.32;44014.0;0.10300000000000001;13;98.0;0.9993799999999999;16497.0;0.62;43960.0;5.0
43837.0;0.59;0.02;43892.0;0.08199999999999999;24;94.0;0.99744;20149.0;0.53;44021.0;6.0
44081.0;0.72;0.01;44075.0;0.076;7;32.0;0.9966799999999999;14305.0;0.54;43991.0;5.0
43837.0;0.59;0.02;43892.0;0.08199999999999999;;94.0;0.99744;20149.0;0.53;44021.0;6.0
43930.0;0.685;0.26;43923.0;0.08199999999999999;23;;0.9978;46813.0;0.55;43930.0;5.0
43960.0;0.57;0.27;43892.0;0.08199999999999999;23;144.0;0.99782;46447.0;0.55;43930.0;5.0
44081.0;0.4;0.29;;0.157;1;44.0;;43893.0;0.92;43960.0;
44081.0;0.4;0.3;44044.0;0.157;2;45.0;0.9972700000000001;11383.0;0.91;43960.0;6.0
43868.0;1;0.0;3.0;0.102;7;16.0;0.9958600000000001;15766.0;0.46;;5.0
44080.0;0.765;0.18;43923.0;0.243;05. May;48.0;;43924.0;0.6;43900.0;6.0
44080.0;0.635;0.17;43923.0;0.24100000000000002;6;18.0;0.9961;43924.0;0.59;43900.0;6.0
43898.0;0.43;0.3;43924.0;0.079;7;34.0;0.9978799999999999;13210.0;0.61;43961.0;5.0
43837.0;0.52;0.03;43984.0;0.076;21;92.0;0.99745;43954.0;0.6;44052.0;5.0
7.0;0.57;0.0;;0.19;12;45.0;;11383.0;0.6;43930.0;6.0
43957.0;0.46;0.14;43923.0;0.114;9;37.0;0.9973200000000001;24167.0;0.65;44052.0;5.0
9.0;0.82;0.05;43923.0;0.081;26;96.0;0.9981399999999999;13210.0;0.53;10.0;5.0
43957.0;0.46;0.14;43923.0;0.114;9;37.0;0.9973200000000001;;;44052.0;5.0
43837.0;0.59;0.01;43953.0;0.077;20;85.0;0.99746;20149.0;0.59;44052.0;5.0
44083.0;0.35;0.41;43892.0;0.083;11;61.0;0.9982;44256.0;0.5;43960.0;5.0
44083.0;0.35;0.41;43892.0;0.083;11;61.0;0.9982;44256.0;0.5;43960.0;5.0
10.0;0.56;0.24;43863.0;0.079;19;58.0;0.9991;43160.0;0.56;43840.0;6.0
10.0;0.56;0.24;43863.0;0.079;19;58.0;0.9991;43160.0;0.56;43840.0;6.0
43990.0;0.63;0.17;44076.0;0.099;21;119.0;0.998;44077.0;0.52;43899.0;5.0
;0.37;;;0.08199999999999999;18;82.0;0.99708;12114.0;0.68;44021.0;6.0
44051.0;0.64;0.17;44076.0;;25;130.0;0.99818;44986.0;0.54;43991.0;5.0
43837.0;0.61;0.02;43953.0;0.081;17;87.0;0.99745;17593.0;0.6;44021.0;6.0
44019.0;0.6;0.0;43984.0;0.055;7;13.0;0.99639;13940.0;0.56;44053.0;5.0
43840.0;0.27;;43892.0;0.065;7;26.0;0.99531;42795.0;0.53;43963.0;6.0
44053.0;0.89;0.3;43984.0;0.132;7;60.0;0.9978600000000001;36192.0;Jan 18;43871.0;5.0
44020.0;0.46;0.31;43953.0;0.126;24;;0.99746;43833.0;0.74;43991.0;5.0
43899.0;0.37;0.44;43983.0;0.038;21;42.0;0.99526;;0.81;44053.0;7.0
43930.0;0.5;0.34;43985.0;0.08199999999999999;5;;0.9987;47178.0;0.52;44022.0;6.0
43930.0;0.5;0.34;43985.0;0.08199999999999999;5;14.0;0.9987;47178.0;0.52;44022.0;6.0
43868.0;0.61;0.08;4.0;0.08199999999999999;26;108.0;0.99641;45717.0;0.51;43930.0;5.0
43990.0;0.55;0.09;43893.0;0.068;;17.0;;44986.0;0.44;10.0;5.0
43835.0;0.585;0.0;44013.0;;14;86.0;0.99264;20515.0;0.94;44086.0;7.0
44019.0;0.56;0.08;43953.0;0.114;14;46.0;0.9971;45352.0;0.66;43991.0;6.0
43929.0;0.52;0.22;44014.0;0.084;4;18.0;0.99682;46082.0;0.57;44083.0;6.0
43869.0;;0.4;43923.0;0.052000000000000005;4;10.0;0.99356;12114.0;0.7;44055.0;7.0
43929.0;0.25;0.39;2.0;0.040999999999999995;4;10.0;0.9938600000000001;46447.0;0.71;43963.0;7.0
;0.28;0.4;43923.0;0.052000000000000005;4;10.0;0.99356;12114.0;0.7;44055.0;7.0
43928.0;0.53;0.12;44075.0;0.165;4;12.0;0.99702;46082.0;0.86;43870.0;5.0
43989.0;0.48;0.31;44045.0;0.07;4;15.0;0.9969299999999999;44621.0;0.55;43900.0;6.0
43897.0;0.49;0.1;43984.0;0.068;4;14.0;0.9956200000000001;43893.0;0.47;43961.0;5.0
44086.0;0.5;0.55;44045.0;0.07200000000000001;7;24.0;100.012;44077.0;0.68;44084.0;6.0
44053.0;0.45;0.33;43953.0;0.099;20;38.0;0.99818;45352.0;0.71;44053.0;5.0
44080.0;0.39;0.24;43832.0;0.102;4;7.0;0.9946200000000001;16132.0;;43932.0;4.0
43994.0;0.41;0.54;44045.0;0.10300000000000001;19;41.0;0.99939;44256.0;0.76;43901.0;6.0
44053.0;0.45;;43953.0;0.099;20;38.0;0.99818;45352.0;0.71;44053.0;5.0
44052.0;0.51;0.19;43864.0;0.081;8;30.0;0.9984;44986.0;0.58;43961.0;6.0
44053.0;0.29;0.42;43983.0;0.084;19;27.0;0.99545;46813.0;0.73;44085.0;6.0
43837.0;0.715;0.0;12816.0;0.071;21;47.0;0.9963200000000001;47178.0;0.45;43930.0;5.0
43839.0;0.66;0.15;43864.0;0.09699999999999999;9;;0.99976;46813.0;0.54;43991.0;5.0
7.0;;0.0;44075.0;0.099;9;22.0;0.9960600000000001;12479.0;0.6;44021.0;5.0
44078.0;0.42;0.0;43832.0;0.048;16;42.0;0.99154;25993.0;0.74;14.0;7.0
44018.0;;0.13;2.0;0.076;15;36.0;0.9973;22341.0;0.64;44052.0;5.0
44018.0;;0.13;2.0;0.076;;36.0;;22341.0;0.64;44052.0;5.0
43837.0;0.48;0.28;44045.0;0.068;6;16.0;0.99682;45352.0;0.53;43900.0;5.0
43837.0;0.46;0.14;44045.0;0.076;15;37.0;0.99624;13210.0;0.49;44022.0;5.0
43958.0;0.27;0.34;43892.0;0.05;4;;0.9951;43924.0;0.64;11.0;7.0
43837.0;0.46;0.14;44045.0;0.076;15;37.0;0.99624;13210.0;0.49;44022.0;5.0
44050.0;;0.09;43892.0;0.065;34;45.0;0.9941700000000001;16862.0;0.74;44024.0;8.0
;0.61;0.08;43832.0;0.071;16;24.0;0.9937600000000001;20515.0;0.77;43841.0;6.0
